編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPUNMLMKKHNFFBG38EA,26,16.46,住家用,鋼筋混凝土造,80年11月21日,七層,四層,全筆移轉
RPUNMLMKKHNFFBG38EA,26,6.24,共有部份,鋼筋混凝土造,80年11月21日,七層,,持分移轉
RPWOMLOLJHNFFBG88EA,20,43.22,住家用,鋼筋混凝土造,86年10月17日,八層,四層 陽台,全筆移轉
RPWOMLOLJHNFFBG88EA,20,22.02,共有部份,鋼筋混凝土造,86年10月17日,八層,,持分移轉
RPVQMLMKKHNFFAG48CA,30,75.21,住家用,鋼筋混凝土造,77年5月24日,五層,五層,全筆移轉
RPVQMLMKKHNFFAG48CA,30,5.00,地下室、防空避難室,鋼筋混凝土造,77年5月24日,五層,,持分移轉
RPVQMLMKKHNFFAG48CA,30,1.13,共同使用部份,鋼筋混凝土造,77年5月24日,五層,,持分移轉
RPXNMLRJOHNFFAG56CA,33,95.36,住家用,鋼筋混凝土造,74年3月1日,五層,四層 陽台,全筆移轉
RPXNMLRJOHNFFAG56CA,33,7.96,共有部份,鋼筋混凝土造,74年3月1日,五層,,持分移轉
RPVOMLPLJHNFFBG68CA,3,47.36,辦公室,鋼筋混凝土造,104年2月13日,十二層,六層 陽台,全筆移轉
RPVOMLPLJHNFFBG68CA,3,38.30,本共有部分之項目有：停車空間、機電設備、公共設施、樓梯間、水錶室、水箱、機械室等７項。,鋼筋混凝土造,104年2月13日,十二層,,持分移轉
RPUNMLMLJHNFFBG18CA,40,210.30,住商用,鋼筋混凝土加強磚造,67年6月10日,三層,一層 二層 三層 騎樓,全筆移轉
RPPOMLTLJHNFFAG38CA,43,111.64,住家用,鋼筋混凝土加強磚造,64年1月15日,二層,一層 二層,全筆移轉
RPSNMLTKJHNFFAG68EA,22,41.58,住家用,鋼筋混凝土造,85年2月16日,八層,六層,全筆移轉
RPSNMLTKJHNFFAG68EA,22,7.29,見其他登記事項,鋼筋混凝土造,85年2月16日,八層,,持分移轉
RPPNMLNLJHNFFAG87EA,23,95.59,住家用,鋼筋混凝土造,83年8月2日,八層,六層 陽台,全筆移轉
RPSNMLTKJHNFFAG68EA,22,17.41,見其他登記事項,鋼筋混凝土造,85年2月16日,八層,,持分移轉
RPPNMLNLJHNFFAG87EA,23,25.12,共同使用防空避難室、停車場、梯間、走道及車道,鋼筋混凝土造,83年8月2日,八層,,持分移轉
RPSOMLNLJHNFFAG28EA,37,114.88,住家用,鋼筋混凝土加強磚造,69年8月29日,二層,一層 二層 騎樓,全筆移轉
RPUNMLQLJHNFFAG48CA,22,51.92,住家用,鋼筋混凝土造,85年2月16日,九層,二層 陽台,全筆移轉
RPUNMLQLJHNFFAG48CA,22,17.42,停車場、機械室、防空避難室、共同使用部份,鋼筋混凝土造,85年2月16日,九層,,持分移轉
RPUNMLQLJHNFFAG48CA,22,17.33,停車場、防空避難室、水箱、共同使用部份,鋼筋混凝土造,85年2月16日,九層,,持分移轉
RPUNMLQLJHNFFAG48CA,22,7.30,通道、梯間、共同使用部份,鋼筋混凝土造,85年2月16日,九層,,持分移轉
RPRPMLLJKHNFFAG77CA,1,291.52,停車空間、住宅,鋼筋混凝土（ＲＣ）,106年2月20日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPPPMLPLJHNFFBG18CA,20,49.54,住家用,鋼筋混凝土造,86年12月26日,十三層,七層 陽台,全筆移轉
RPPPMLPLJHNFFBG18CA,20,7.94,共有部份,鋼筋混凝土造,86年12月26日,十三層,,持分移轉
RPPPMLPLJHNFFBG18CA,20,7.92,共有部份,鋼筋混凝土造,86年12月26日,十三層,,持分移轉
RPPPMLPLJHNFFBG18CA,20,9.59,共有部份,鋼筋混凝土造,86年12月26日,十三層,,持分移轉
