編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLPJQHKFFBM88CA,33,188.24,住家用,鋼筋混凝土加強磚造,71年8月13日,二層,一層 二層
RPQNMLPJQHKFFBM88CA,23,187.24,住家用,鋼筋混凝土加強磚造,81年1月30日,二層,一層 二層 電梯樓梯間
RPVPMLLKQHKFFAM56CA,1,178.21,住宅、停車空間,鋼筋混凝土造,103年10月23日,四層,一層 二層 三層 四層 陽台
RPVPMLLKQHKFFAM56CA,1,.31,住家用,鋼筋混凝土造,103年10月23日,一層,
RPRNMLPJQHKFFBM98CA,20,157.06,住家用,鋼筋混凝土造,84年6月1日,四層,一層 二層 三層 四層 陽台
RPRNMLOKQHKFFBM98CA,33,150.00,住商用,鋼筋混凝土造,71年12月23日,二層,一層 二層
RPPNMLRJQHKFFDM56CA,22,146.00,住家用,鋼筋混凝土造,82年5月20日,三層,一層 二層 三層 陽台
RPOPMLLKQHKFFAM48CA,25,178.20,住家用,鋼筋混凝土造,79年9月26日,四層,一層 二層 三層 四層 電梯樓梯間
RPQNMLLKQHKFFCM68CA,8,451.20,住宅、樓梯間,鋼筋混凝土造,96年3月26日,四層,一層 二層 三層 四層 屋頂突出物
RPPNMLQJQHKFFDM09CA,14,202.93,農舍,鋼筋混凝土造,89年12月30日,一層,一層
RPVNMLLKQHKFFCM56CA,15,210.11,住商用,鋼筋混凝土造,89年11月20日,三層,一層 二層 三層 陽台 屋頂突出物
RPOOMLKKQHKFFBM38CA,1,269.25,住家用,鋼筋混凝土造,103年12月22日,三層,一層 二層 三層 陽台
RPOOMLQJQHKFFCM98CA,34,20.46,住家用,加強磚造,70年1月23日,一層,一層
RPSNMLKKQHKFFAM58CA,,167.40,住家用,鋼筋混凝土造,104年4月22日,三層,一層 二層 三層 陽台
RPRNMLPJQHKFFAM88CA,22,77.93,住家用,鋼筋混凝土造,82年11月10日,十四層,八層 陽台 花台
RPRNMLPJQHKFFAM88CA,22,13.50,梯間、水塔、機械室,鋼筋混凝土造,82年11月10日,十四層,
RPRNMLPJQHKFFAM88CA,22,8.47,避難室、開放空間、停車空間,鋼筋混凝土造,82年11月10日,十四層,
RPPNMLQJQHKFFAM78CA,23,158.30,住家用,鋼筋混凝土造,81年8月25日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓 雨遮
RPUNMLNJRHKFFAM09CA,21,128.50,農舍,鋼鐵造有牆,83年6月24日,一層,一層
RPTNMLKKQHKFFAM68CA,,200.06,住家用,鋼筋混凝土造,104年4月22日,三層,一層 二層 三層 陽台
RPROMLLKQHKFFAM68CA,21,41.82,住家用,鋼筋混凝土造,83年7月22日,五層,四層
RPROMLLKQHKFFAM68CA,21,9.08,梯間、通道,鋼筋混凝土造,83年7月22日,五層,
RPQNMLKKQHKFFCM58CA,,101.29,住家用,鋼筋混凝土造,104年3月18日,四層,一層 二層 三層 四層 陽台
RPQNMLKKQHKFFCM58CA,,101.29,住家用,鋼筋混凝土造,104年3月18日,四層,一層 二層 三層 四層 陽台
RPSNMLKKQHKFFCM78CA,,106.02,住家用,鋼筋混凝土造,104年3月18日,四層,一層 二層 三層 四層 陽台
RPSNMLKKQHKFFCM78CA,,106.02,住家用,鋼筋混凝土造,104年3月18日,四層,一層 二層 三層 四層 陽台
