鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,20.06,住,,,1040307,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,140.18,0,0,0,無,無,8500000,71028,坡道平面,36.7,1150000,,RPROMLOJQHKFFGH09CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,18.92,住,,,1030809,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.22,3,2,1,有,無,5680000,43466,坡道平面,36.7,1050000,,RPSOMLOJQHKFFGH56CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,18.92,住,,,1030810,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.21,3,2,1,有,無,5820000,42903,坡道平面,38.69,1250000,,RPUOMLOJQHKFFGH76CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,18.92,住,,,1030810,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.21,3,2,1,有,無,5900000,43654,坡道平面,38.69,1250000,,RPVOMLOJQHKFFGH86CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,18.92,住,,,1040524,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.22,3,2,1,有,無,5700000,43654,坡道平面,36.7,1050000,,RPWOMLOJQHKFFGH96CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.47,住,,,1040516,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,162.74,0,0,0,無,無,12500000,90689,坡道平面,38.69,1250000,,RPOPMLOJQHKFFGH88CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.47,住,,,1040328,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.88,3,2,2,有,無,6580000,40940,坡道平面,38.69,1250000,,RPQPMLOJQHKFFGH09CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.47,住,,,1040516,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.34,3,2,2,有,無,6650000,41651,坡道平面,38.69,1250000,,RPRPMLOJQHKFFGH56CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.47,住,,,1040509,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.35,3,2,2,有,無,6520000,41419,坡道平面,36.7,1150000,,RPSPMLOJQHKFFGH66CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1040419,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.0,3,2,2,有,無,6500000,40917,坡道平面,38.69,1250000,,RPTPMLOJQHKFFGH76CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1030823,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.0,3,2,2,有,無,6500000,40917,坡道平面,38.69,1250000,,RPUPMLOJQHKFFGH86CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1040308,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.0,3,2,2,有,無,6680000,42319,坡道平面,38.69,1250000,,RPVPMLOJQHKFFGH96CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1040111,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.0,3,2,2,有,無,6680000,42319,坡道平面,38.69,1250000,,RPWPMLOJQHKFFGH07CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1031122,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.0,3,2,2,有,無,6680000,42319,坡道平面,38.69,1250000,,RPXPMLOJQHKFFGH17CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1040117,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.99,3,2,2,有,無,6280000,40144,坡道平面,38.69,1250000,,RPOQMLOJQHKFFGH98CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1030817,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.01,3,2,2,有,無,6000000,39502,坡道平面,36.7,1050000,,RPPQMLOJQHKFFGH09CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,23.09,住,,,1030921,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.01,3,2,2,有,無,6100000,40300,坡道平面,36.7,1050000,,RPQQMLOJQHKFFGH56CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,30.28,住,,,1040215,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.14,4,2,2,有,無,7960000,41561,坡道平面,38.69,1250000,,RPSQMLOJQHKFFGH76CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,30.28,住,,,1040207,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.14,4,2,2,有,無,8060000,42180,坡道平面,38.69,1250000,,RPTQMLOJQHKFFGH86CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區金鍊段738地號,30.28,住,,,1040308,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.14,4,2,2,有,無,8120000,42552,坡道平面,38.69,1250000,,RPUQMLOJQHKFFGH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-03F,20.42,住,,,1031208,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,8000000,62066,坡道平面,38.34,1200000,,RPXQMLOKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-02F,20.42,住,,,1040417,土地2建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,6980000,52756,坡道平面,38.34,1200000,,RPORMLOKQHKFFBH68CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-05F,20.42,住,,,1040525,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7180000,55038,坡道平面,38.34,1150000,,RPQRMLOKQHKFFBH88CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-06F,20.42,住,,,1040427,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7200000,55221,坡道平面,38.34,1150000,,RPRRMLOKQHKFFBH98CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-07F,20.42,住,,,1040425,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7280000,55495,坡道平面,38.34,1200000,,RPSRMLOKQHKFFBH09CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-08F,20.42,住,,,1040325,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7100000,53852,坡道平面,38.34,1200000,,RPTRMLOKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-09F,20.42,住,,,1040302,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7520000,57685,坡道平面,38.34,1200000,,RPQSMLOKQHKFFBH98CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-10F,20.42,住,,,1040319,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7160000,54399,坡道平面,38.34,1200000,,RPRSMLOKQHKFFBH09CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-11F,20.42,住,,,1040323,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7350000,56134,坡道平面,38.34,1200000,,RPSSMLOKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-12F,20.42,住,,,1040324,土地2建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.9,3,2,2,有,無,7300000,56134,坡道平面,38.34,1150000,,RPTSMLOKQHKFFBH66CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A1-14F,20.42,住,,,1040513,土地2建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.82,3,2,2,有,無,7130000,54582,坡道平面,36.26,1150000,,RPVSMLOKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-01F,17.48,住,,,1040417,土地2建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.86,2,2,1,有,無,7520000,67579,坡道平面,38.34,1200000,,RPWSMLOKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-02F,17.57,住,,,1040401,土地2建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6480000,55968,坡道平面,38.34,1200000,,RPXSMLOKQHKFFBH07CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-03F,17.57,住,,,1040518,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6900000,60950,坡道平面,38.34,1150000,,RPOTMLOKQHKFFBH88CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-04F,17.57,住,,,1040302,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6100000,52470,坡道平面,38.34,1150000,,RPPTMLOKQHKFFBH98CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-05F,17.57,住,,,1040302,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6400000,55650,坡道平面,38.34,1150000,,RPQTMLOKQHKFFBH09CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-06F,17.57,住,,,1040224,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.6,2,2,1,有,無,6320000,55332,坡道平面,36.26,1100000,,RPRTMLOKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-07F,17.57,住,,,1040224,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6370000,55332,坡道平面,38.34,1150000,,RPSTMLOKQHKFFBH66CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-08F,17.57,住,,,1031119,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.6,2,2,1,有,無,6550000,57770,坡道平面,36.26,1100000,,RPTTMLOKQHKFFBH76CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-09F,17.57,住,,,1040119,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6460000,56286,坡道平面,38.34,1150000,,RPUTMLOKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-10F,17.57,住,,,1031128,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6680000,58618,坡道平面,38.34,1150000,,RPVTMLOKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-12F,17.57,住,,,1040331,土地2建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6500000,56710,坡道平面,38.34,1150000,,RPWTMLOKQHKFFBH07CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-14F,17.57,住,,,1031128,土地2建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6500000,56710,坡道平面,38.34,1150000,,RPXTMLOKQHKFFBH17CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-15F,17.57,住,,,1040310,土地2建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.68,2,2,1,有,無,6290000,54484,坡道平面,38.34,1150000,,RPOUMLOKQHKFFBH98CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A2-11F,17.57,住,,,1031124,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.6,2,2,1,有,無,6500000,57240,坡道平面,36.26,1100000,,RPTUMLOKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-03F,20.42,住,,,1040423,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.31,3,2,2,有,無,7130000,53924,坡道平面,38.34,1200000,,RPUUMLOKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-06F,20.42,住,,,1031215,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.31,3,2,2,有,無,7470000,57470,坡道平面,38.34,1150000,,RPWUMLOKQHKFFBH17CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-08F,20.42,住,,,1031204,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.31,3,2,2,有,無,7580000,58016,坡道平面,38.34,1200000,,RPPVMLOKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-09F,20.42,住,,,1040323,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.23,3,2,2,有,無,7250000,55470,坡道平面,36.26,1150000,,RPQVMLOKQHKFFBH66CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-10F,20.42,住,,,1040319,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.31,3,2,2,有,無,7190000,54469,坡道平面,38.34,1200000,,RPRVMLOKQHKFFBH76CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-12F,20.42,住,,,1031212,土地2建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.31,3,2,2,有,無,7420000,56561,坡道平面,38.34,1200000,,RPSVMLOKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B1-13F,20.42,住,,,1040616,土地2建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.24,3,2,2,有,無,7000000,53230,坡道平面,38.34,1150000,,RPTVMLOKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-04F,24.15,住,,,1040427,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.98,3,2,2,有,無,8200000,53996,坡道平面,38.34,1200000,,RPSWMLOKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-01F,24.11,住,,,1040604,土地2建物1車位2,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,204.82,3,2,1,有,無,10850000,69065,坡道平面,76.68,2000000,,RPTWMLOKQHKFFBH07CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-06F,24.15,住,,,1040522,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.98,3,2,2,有,無,8450000,55538,坡道平面,38.34,1250000,,RPUWMLOKQHKFFBH17CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-07F,24.15,住,,,1040316,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.98,3,2,2,有,無,8300000,54381,坡道平面,38.34,1250000,,RPQNMLSKQHKFFBH88CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-08F,24.32,住,,,1040306,土地2建物1車位2,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,206.32,3,2,2,有,無,9000000,50139,坡道平面,76.68,2500000,,RPSNMLSKQHKFFBH09CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-09F,24.15,住,,,1040407,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.9,3,2,2,有,無,8530000,56541,坡道平面,36.26,1200000,,RPTNMLSKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-10F,24.15,住,,,1031231,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.98,3,2,2,有,無,8800000,58238,坡道平面,38.34,1250000,,RPUNMLSKQHKFFBH66CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-11F,24.15,住,,,1031125,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.98,3,2,2,有,無,8860000,58701,坡道平面,38.34,1250000,,RPVNMLSKQHKFFBH76CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-12F,24.32,住,,,1031127,土地2建物1車位2,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,206.32,3,2,2,有,無,9020000,51064,坡道平面,76.68,2400000,,RPWNMLSKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 A3-13F,24.15,住,,,1040426,土地2建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.98,3,2,2,有,無,8450000,56310,坡道平面,38.34,1150000,,RPXNMLSKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-03F,17.57,住,,,1040425,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.07,2,2,1,有,無,6300000,54365,坡道平面,38.34,1150000,,RPOOMLSKQHKFFBH78CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-04F,17.57,住,,,1040313,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.07,2,2,1,有,無,6420000,55104,坡道平面,38.34,1200000,,RPPOMLSKQHKFFBH88CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-05F,17.57,住,,,1040205,土地2建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.07,2,2,1,有,無,6630000,57849,坡道平面,38.34,1150000,,RPQOMLSKQHKFFBH98CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-06F,17.57,住,,,1031208,土地2建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.99,2,2,1,有,無,6560000,57637,坡道平面,36.26,1100000,,RPROMLSKQHKFFBH09CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-07F,17.57,住,,,1040114,土地2建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.07,2,2,1,有,無,6800000,59643,坡道平面,38.34,1150000,,RPSOMLSKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-08F,17.57,住,,,1040114,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.99,2,2,1,有,無,6550000,57532,坡道平面,36.26,1100000,,RPTOMLSKQHKFFBH66CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-09F,17.57,住,,,1040119,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.07,2,2,1,有,無,6700000,58588,坡道平面,38.34,1150000,,RPUOMLSKQHKFFBH76CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-10F,17.57,住,,,1031128,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.99,2,2,1,有,無,6650000,58588,坡道平面,36.26,1100000,,RPVOMLSKQHKFFBH86CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-11F,17.57,住,,,1040308,土地2建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.99,2,2,1,有,無,6350000,55421,坡道平面,36.26,1100000,,RPWOMLSKQHKFFBH96CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-12F,17.57,住,,,1031125,土地2建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.07,2,2,1,有,無,6600000,57532,坡道平面,38.34,1150000,,RPXOMLSKQHKFFBH07CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-13F,17.57,住,,,1031126,土地2建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.01,2,2,1,有,無,6600000,57568,坡道平面,38.34,1150000,,RPOPMLSKQHKFFBH88CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-14F,17.57,住,,,1040324,土地2建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.01,2,2,1,有,無,6520000,56723,坡道平面,38.34,1150000,,RPPPMLSKQHKFFBH98CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B2-15F,17.57,住,,,1040325,土地2建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.01,2,2,1,有,無,6400000,55456,坡道平面,38.34,1150000,,RPRPMLSKQHKFFBH56CB
中壢區,房地(土地+建物)+車位,桃園市中壢區復華六街與長興街口 B3-03F,24.15,住,,,1040520,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.47,3,2,2,有,無,8150000,53024,坡道平面,38.34,1250000,,RPSPMLSKQHKFFBH66CB
