year,district,building_type,count,proportion
2025,中正區,其他,163,0.1315
2025,中正區,華廈,268,0.2161
2025,中正區,透天厝,38,0.0306
2025,信義區,住宅大樓,674,0.3724
2025,信義區,公寓,442,0.2442
2025,信義區,其他,444,0.2453
2025,信義區,華廈,225,0.1243
2025,信義區,透天厝,25,0.0138
2025,內湖區,住宅大樓,674,0.266
2025,內湖區,公寓,480,0.1894
2025,內湖區,其他,832,0.3283
2025,內湖區,華廈,509,0.2009
2025,內湖區,透天厝,39,0.0154
2025,北投區,住宅大樓,690,0.3258
2025,北投區,公寓,459,0.2167
2025,北投區,其他,419,0.1978
2025,北投區,華廈,500,0.2361
2025,北投區,透天厝,50,0.0236
2025,南港區,住宅大樓,810,0.5425
2025,南港區,公寓,206,0.138
2025,南港區,其他,297,0.1989
2025,南港區,華廈,175,0.1172
2025,南港區,透天厝,5,0.0033
2025,士林區,住宅大樓,458,0.2407
2025,士林區,公寓,542,0.2848
2025,士林區,其他,549,0.2885
2025,士林區,華廈,284,0.1492
2025,士林區,透天厝,70,0.0368
2025,大同區,住宅大樓,543,0.4818
2025,大同區,公寓,229,0.2032
2025,大同區,其他,173,0.1535
2025,大同區,華廈,126,0.1118
2025,大同區,透天厝,56,0.0497
2025,大安區,住宅大樓,1058,0.4225
2025,大安區,公寓,437,0.1745
2025,大安區,其他,439,0.1753
2025,大安區,華廈,547,0.2185
2025,大安區,透天厝,23,0.0092
2025,文山區,住宅大樓,870,0.3962
2025,文山區,公寓,477,0.2172
2025,文山區,其他,508,0.2313
2025,文山區,華廈,306,0.1393
2025,文山區,透天厝,35,0.0159
2025,松山區,住宅大樓,526,0.3752
2025,松山區,公寓,264,0.1883
2025,松山區,其他,238,0.1698
2025,松山區,華廈,359,0.2561
2025,松山區,透天厝,15,0.0107
2025,萬華區,住宅大樓,660,0.4336
2025,萬華區,公寓,410,0.2694
2025,萬華區,其他,213,0.1399
2025,萬華區,華廈,175,0.115
2025,萬華區,透天厝,64,0.042
