鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
內湖區,房地(土地+建物),臺北市內湖區內湖路一段１巷３弄９號五樓,27.18,住,,,1140203,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690126,95.04,3,2,1,有,無,20125000,211753,,0.0,0,,RPPNMLLKKHKGFCA96DA,86.2,0.0,8.84,無,
內湖區,車位,臺北市內湖區港墘路２６巷３、５、７、９、１１、１３、１３之１號門牌房屋地下二層,0.48,住,,,1140204,土地1建物1車位1,地下二層,十五層,其他,停車空間,鋼筋混凝土造,0840401,31.689999999999998,0,0,0,無,有,2200000,,坡道平面,31.68,2200000,僅車位交易；,RPRNMLLKKHKGFCA17DA,0.0,0.0,0.0,有,
北投區,土地,奇岩段三小段210-3地號,4.94,住,,,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1194868,241876,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLQJKHKGFEA97DA,0.0,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區林森北路６７巷１２３號,16.52,商,,,1140210,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,,43.7,7,3,4,有,無,5690000,130206,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPRNMLKKKHKGFCA17EA,43.7,0.0,0.0,無,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段１９５號,12.99,住,,,1140203,土地2建物1車位1,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860331,90.19,0,0,0,無,有,26000000,288280,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLKKHKGFBA27DA,61.05,0.0,5.61,有,
士林區,車位,臺北市士林區德行東路２８３巷３３號,0.08,住,,,1140203,土地1建物1車位2,一層,七層,其他,一般零售業,鋼筋混凝土造,0971222,11.19,0,0,0,無,有,1420000,,塔式車位,0.0,1420000,僅車位交易；,RPPNMLLKKHKGFEA17DA,0.0,0.0,0.0,有,
中正區,房地(土地+建物),臺北市中正區汀州路三段２２１號七樓,1.6,商,,,1140204,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701119,8.370000000000001,2,2,1,有,有,2450000,292712,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；其他增建；,RPXNMLMKKHKGFAA67DA,5.46,0.0,1.11,有,
中山區,房地(土地+建物),臺北市中山區新生北路二段７３號七樓之２,3.78,住,,,1140205,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680301,17.8,0,0,0,無,有,5200000,292135,,0.0,0,陽台外推；,RPQNMLQJKHKGFCA47DA,12.36,0.0,2.15,有,
中山區,房地(土地+建物),臺北市中山區雙城街１９巷８號十四樓之２,7.14,商,,,1140201,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,68.0,1,1,1,有,有,17800000,261765,,0.0,0,夾層；,RPUNMLKKKHKGFCA37DA,39.7,0.63,5.18,有,
