鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮中山路一段,28.39,,特定農業區,甲種建築用地,1131111,土地2建物1車位0,一層,4,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,,71.34,1,2,2,有,無,9550000,133866,,0.0,0,交易總價含下列非屬預售屋價格之費用:裝潢費1000000元；,RPSNMLNKJIJGFAG77CB,築水漫步生活村,G棟1號,1140409全部解約
宜蘭市,車位,宜蘭縣宜蘭市中山路五段197巷,0.0,,,,1131113,土地0建物0車位1,二層,13,住宅大樓(11層含以上有電梯),停車空間,鋼筋混凝土造,,0.0,0,0,0,有,無,1150000,,坡道平面,33.62,1150000,,RPRPMLNKJIJGFBG97CB,歡喜家園no.23,A棟6號,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉清溝路252巷,38.27,,特定農業區,甲種建築用地,1131116,土地2建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.19,2,2,2,有,無,6750000,66053,一樓平面,0.0,0,,RPQNMLSKJIJGFAG18DB,旭生建設滿築5,3F-C2號,1140402全部解約
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉梅花路,93.5,,特定農業區,甲種建築用地,1131116,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,208.27,4,2,5,有,無,15700000,75383,一樓平面,0.0,0,,RPPNMLTKJIJGFAG08CB,小城故事蒔築,B棟13號,
五結鄉,房地(土地+建物),宜蘭縣五結鄉下福東路,84.32,,鄉村區,乙種建築用地,1131115,土地9建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,146.5,4,2,5,有,無,9300000,63481,,0.0,0,,RPQNMLTKJIJGFAG18CB,鳳凰愛買-第12期,B棟6號,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉永和路36巷,62.23,,特定農業區,甲種建築用地,1131114,土地2建物1車位0,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.68,2,2,1,有,無,6300000,72681,,0.0,0,不動產交易總價含15萬農業用地價格。,RPRNMLTKJIJGFAG28CB,淬光景2,D3號,
員山鄉,房地(土地+建物),宜蘭縣員山鄉大湖路,108.41,,特定農業區,甲種建築用地,1131114,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,145.83,4,2,4,有,無,11800000,80916,,0.0,0,,RPPNMLTKJIJGFBG18CB,大湖金城,A棟10號,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市聖後街52巷,27.63,住,,,1131119,土地5建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.0,2,2,1,有,無,8660000,109620,,0.0,0,,RPPNMLKLJIJGFBG37CB,麗璟.東門風華,1棟5C號,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉光明路,272.43,農,,,1131113,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,167.51,3,2,2,有,無,16500000,98502,,0.0,0,交易總價含義成二段299-5地號持分1/1新台幣壹佰零?萬元整及義成二段301地號持分1/11新台幣參拾柒萬元整,RPQNMLMLJIJGFAG57CB,旭川3,A棟1號,
