鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
平鎮區,租賃房屋,桃園市平鎮區新興路１６０號七樓之二,0.0,,,,1131201,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830831,103.39,3,2,2,有,有,無,7000,68,,0.0,0,每個月管理費1200元由承租人負擔續租案件；,RPPNMLMJJIJGFGH08CC,整棟(戶)出租,有,1131201~1141130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區新生路１２１號二樓,0.0,,,,1131111,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,103.21000000000001,2,1,1,有,有,有,16500,169,升降平面,14.62,1500,社會住宅 管理費1500元 水電費 瓦斯費由承租人負擔,RPPNMLMKJIJGFAH57CC,整棟(戶)出租,有,1131115~1141114,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區復興路７０號五樓之五,0.0,,,,1131112,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780930,50.45,1,0,1,有,無,有,12000,238,,0.0,0,社會住宅 水電費由承租人負擔,RPRPMLMKJIJGFAH97CC,獨立套房,無,1131115~1141114,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區敬二街１８號三樓,0.0,,,,1131112,土地0建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870331,167.5,4,2,2,有,有,有,24210,145,坡道機械,0.0,0,瓦斯費 水電費 由承租人負擔管理費2790元 由出租人負擔,RPUPMLMKJIJGFAH28CC,整棟(戶)出租,有,1131127~1141126,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區寶山街１６３號七樓之２,0.0,,,,1131111,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0911108,115.36,3,2,2,有,有,有,18255,158,,0.0,0,瓦斯費 水電費 由承租人負擔管理費1745元 由出租人負擔,RPVPMLMKJIJGFAH38CC,整棟(戶)出租,有,1131201~1141130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
觀音區,租賃房屋,桃園市觀音區安和街２６１號五樓,0.0,,,,1131112,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),工業社區（社區住宅）,鋼筋混凝土造,1061024,72.32000000000001,2,1,2,有,有,有,11000,152,,0.0,0,,RPWOMLMKJIJGFBH48CC,整棟(戶)出租,有,1131201~1141130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區富村街５８號三樓,0.0,,,,1131111,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850909,114.68,3,2,2,有,無,無,17000,148,,0.0,0,續租案件；,RPXOMLMKJIJGFBH58CC,整棟(戶)出租,無,1131201~1141130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中壢區,租賃房屋,桃園市中壢區普忠路６０３號二樓,0.0,,,,1131111,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060920,87.5,2,2,1,有,有,有,17200,197,,0.0,0,,RPXPMLMKJIJGFBH68CC,整棟(戶)出租,有,1131115~1141114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
觀音區,租賃房屋,桃園市觀音區大功路２０５號,0.0,,,,1131111,土地0建物0車位0,全,5,透天厝,住宅、住宅（附屬停車空間）、樓梯間,鋼筋混凝土造,1120911,18.68,16,0,16,有,無,有,8000,428,,0.0,0,租金總額含管理費；網路費；,RPOQMLMKJIJGFBH87CC,分租套房,無,1131111~1140510,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
