鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟10樓,30.66,住,,,1030624,土地1建物1車位2,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,53600000,217145,坡道平面,64.2,0,,RPRNMLLKKHKFFAA86CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟2樓,30.66,住,,,1030715,土地1建物1車位2,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,49220000,199400,坡道平面,64.2,0,,RPSNMLLKKHKFFAA96CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟4樓,30.66,住,,,1030624,土地1建物1車位2,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,50930000,206328,坡道平面,64.2,0,,RPTNMLLKKHKFFAA07CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟5樓,30.66,住,,,1030626,土地1建物1車位2,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,50150000,203168,坡道平面,64.2,0,,RPUNMLLKKHKFFAA17CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟6樓,30.66,住,,,1030627,土地1建物1車位2,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,51920000,210339,坡道平面,64.2,0,,RPVNMLLKKHKFFAA27CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟7樓,30.66,住,,,1030627,土地1建物1車位2,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,52050000,210865,坡道平面,64.2,0,,RPWNMLLKKHKFFAA37CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟8樓,30.66,住,,,1030624,土地1建物1車位2,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,52600000,213094,坡道平面,64.2,0,,RPXNMLLKKHKFFAA47CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟9樓,30.66,住,,,1030624,土地1建物1車位2,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,52300000,211878,坡道平面,64.2,0,,RPOOMLLKKHKFFAA66CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟10樓,25.45,住,,,1030624,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,42300000,230254,坡道平面,32.1,0,,RPPOMLLKKHKFFAA76CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟2樓,25.45,住,,,1030715,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,39780000,216537,坡道平面,32.1,0,,RPQOMLLKKHKFFAA86CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟3樓,25.45,住,,,1030624,土地1建物1車位2,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.81,3,2,2,有,無,43270000,200500,坡道平面,64.2,0,,RPROMLLKKHKFFAA96CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟4樓,25.45,住,,,1030708,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,39380000,214360,坡道平面,32.1,0,,RPSOMLLKKHKFFAA07CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟5樓,25.45,住,,,1030622,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,39970000,217571,坡道平面,32.1,0,,RPTOMLLKKHKFFAA17CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟7樓,25.45,住,,,1030628,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,40680000,221436,坡道平面,32.1,0,,RPUOMLLKKHKFFAA27CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟9樓,25.45,住,,,1030705,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.81,3,2,2,有,無,44000000,203883,坡道平面,64.2,0,,RPVOMLLKKHKFFAA37CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟10樓,22.78,住,,,1030627,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,36000000,214541,坡道平面,32.1,0,,RPWOMLLKKHKFFAA47CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟12樓,22.78,住,,,1030716,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,35880000,213826,坡道平面,32.1,0,,RPXOMLLKKHKFFAA57CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟2樓,22.26,住,,,1030705,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.73,3,2,2,有,無,33390000,202695,坡道平面,32.1,0,,RPOPMLLKKHKFFAA76CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟3樓,22.78,住,,,1030625,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,34400000,205006,坡道平面,32.1,0,,RPPPMLLKKHKFFAA86CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟4樓,22.78,住,,,1030622,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,33500000,199642,坡道平面,32.1,0,,RPQPMLLKKHKFFAA96CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟6樓,22.78,住,,,1030626,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,34800000,207390,坡道平面,32.1,0,,RPRPMLLKKHKFFAA07CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟7樓,22.78,住,,,1030623,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,35000000,208582,坡道平面,32.1,0,,RPSPMLLKKHKFFAA17CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟8樓,22.78,住,,,1030623,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,35360000,210727,坡道平面,32.1,0,,RPTPMLLKKHKFFAA27CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號C棟9樓,22.78,住,,,1030705,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.8,3,2,2,有,無,36180000,215614,坡道平面,32.1,0,,RPUPMLLKKHKFFAA37CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號D棟10樓,15.78,住,,,1030704,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.18,2,2,1,有,無,28500000,180174,坡道平面,64.2,0,,RPVPMLLKKHKFFAA47CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號D棟2樓,15.78,住,,,1030629,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.08,2,2,1,有,無,23500000,186390,坡道平面,32.1,0,,RPWPMLLKKHKFFAA57CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號D棟3樓,15.78,住,,,1030629,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.08,2,2,1,有,無,23780000,188610,坡道平面,32.1,0,,RPXPMLLKKHKFFAA67CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號D棟4樓,15.78,住,,,1030629,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.08,2,2,1,有,無,24860000,197176,坡道平面,32.1,0,,RPOQMLLKKHKFFAA86CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號D棟6樓,15.78,住,,,1030622,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.08,2,2,1,有,無,24830000,196938,坡道平面,32.1,0,,RPPQMLLKKHKFFAA96CB
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號D棟7樓,15.78,住,,,1030628,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.08,2,2,1,有,無,26000000,206218,坡道平面,32.1,0,,RPQQMLLKKHKFFAA07CB
