編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPXNMLTKJINFFDD09CA,30,159.19,住家用,加強磚造,77年11月21日,二層,一層 二層,全筆移轉
RPVNMLLKIINFFCD97DA,48,87.97,住家用,補強磚造,59年9月20日,二層,一層 二層,全筆移轉
RPPNMLMKIINFFED57CA,27,116.43,住家用,鋼筋混凝土造,81年3月16日,二層,一層 二層 陽台,全筆移轉
RPPNMLQJKINFFDD08DA,1,82.88,住家用,鋼筋混凝土造,106年10月3日,三層,一層 二層 三層 陽台,持分移轉
RPWNMLMKIINFFID68CA,33,87.81,住家用,加強磚造,74年4月16日,二層,一層 二層 陽台,全筆移轉
RPQNMLPKIINFFID38CA,42,126.93,住商用,加強磚造,65年8月30日,二層,一層 二層 陽台 騎樓,全筆移轉
RPXNMLTJJINFFDD98CA,27,150.95,住家用,鋼筋混凝土造,81年2月14日,三層,一層 二層 三層 陽台,全筆移轉
RPUNMLTKIINFFCD68DA,26,87.56,住家用,鋼筋混凝土造,81年12月10日,八層,六層 陽台,全筆移轉
RPUNMLTKIINFFCD68DA,26,47.99,共有部分,鋼筋混凝土造,81年12月10日,八層,,持分移轉
RPVNMLTLIINFFHD66CA,25,185.43,住家用,鋼筋混凝土造,83年1月19日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPSNMLPKIINFFBD87CA,39,90.06,住家用,加強磚造,69年2月19日,二層,一層 二層,全筆移轉
RPXNMLPKIINFFKD66CA,22,34.15,住家用,鋼筋混凝土造,85年11月22日,十三層,九層 陽台,全筆移轉
RPXNMLPKIINFFKD66CA,22,10.17,共有部分,鋼筋混凝土造,85年11月22日,十三層,,持分移轉
RPVOMLMLIINFFBD08CA,,296.26,住宅、停車空間,鋼筋混凝土造,107年4月20日,三層,一層 二層 三層 陽台,全筆移轉
RPQOMLRKIINFFCD18DA,53,31.40,住家用,鐵筋磚造,55年1月1日,二層,一層 二層,全筆移轉
