編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLLKIINFFCU09CA,,130.44,住商用,鋼筋混凝土加強磚造,,二層,一層 二層 陽台,全筆移轉
RPRNMLPLIINFFBU96CA,37,117.14,住家用,鋼筋混凝土加強磚造,71年2月20日,二層,一層 二層 騎樓,全筆移轉
SPRNMLPLIINFFBU07CA,37,99.78,住家用,鋼筋混凝土加強磚造,71年2月20日,二層,一層 二層 騎樓,全筆移轉
TPRNMLPLIINFFBU17CA,36,117.14,住家用,鋼筋混凝土加強磚造,71年5月25日,二層,一層 二層 騎樓,全筆移轉
UPRNMLPLIINFFBU27CA,37,110.82,住家用,鋼筋混凝土加強磚造,71年2月20日,二層,一層 二層 騎樓,全筆移轉
RPUNMLTKIINFFAU47CA,37,81.13,住家用,鋼筋混凝土造,70年12月4日,五層,四層,全筆移轉
RPUNMLTKIINFFAU47CA,37,16.82,共有部份,鋼筋混凝土造,70年12月4日,五層,,持分移轉
RPUNMLTKIINFFAU47CA,37,1.97,共有部份,鋼筋混凝土造,70年12月4日,,,持分移轉
RPOPMLMKIINFFAU98CA,26,27.43,住家用,鋼筋混凝土造,81年6月13日,五層,四層 陽台,全筆移轉
RPOPMLMKIINFFAU98CA,26,6.43,共有部份,鋼筋混凝土造,81年6月13日,五層,,持分移轉
RPPNMLSKIINFFAU86CA,38,74.80,住家用,鋼筋混凝土加強磚造,69年7月19日,二層,一層 二層,全筆移轉
RPXNMLRKIINFFAU57CA,1,196.14,住家用,鋼筋混凝土造,106年10月12日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPRNMLRKIINFFAU96CA,43,18.50,住家用,加強磚造,64年10月1日,一層,一層 見其他登記事項,全筆移轉
RPSNMLMLIINFFAU66CA,16,37.09,商業用,鋼筋混凝土造,91年11月21日,十一層,一層,全筆移轉
RPSNMLMLIINFFAU66CA,16,24.72,共有部份,鋼筋混凝土造,91年11月21日,十一層,,持分移轉
RPXOMLRKIINFFAU67CA,11,236.93,農舍,鋼筋混凝土造,96年11月16日,三層,一層 二層 三層 陽台,全筆移轉
RPPNMLQLIINFFCU96CA,43,86.44,住家用,鋼筋混凝土加強磚造,64年9月9日,二層,一層 二層,全筆移轉
RPQNMLTKIINFFAU07CA,23,84.41,住家用,鋼筋混凝土造,85年1月23日,七層,五層 陽台,全筆移轉
RPQNMLTKIINFFAU07CA,23,29.78,共有部份,鋼筋混凝土造,85年1月23日,七層,,持分移轉
RPPOMLMLIINFFAU09CA,24,22.56,住家用,鋼筋混凝土造,83年11月15日,十二層,十層,全筆移轉
RPPOMLMLIINFFAU09CA,24,7.20,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPOMLMLIINFFAU09CA,24,3.78,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPNMLMLIINFFCU56CA,37,87.34,住家用,鋼筋混凝土加強磚造,71年3月27日,二層,一層 二層,全筆移轉
RPQNMLNLIINFFCU76CA,6,198.38,住家用,鋼筋混凝土造,101年6月25日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPROMLOLIINFFAU86CA,25,49.16,住家用,鋼筋混凝土造,82年12月16日,五層,五層 陽台,全筆移轉
RPROMLOLIINFFAU86CA,25,7.87,共有部份,鋼筋混凝土造,82年12月16日,五層,,持分移轉
RPTNMLNLIINFFAU86CA,29,117.18,住家用,鋼筋混凝土造,78年12月6日,五層,四層 陽台,全筆移轉
RPTNMLNLIINFFAU86CA,29,18.50,共有部份,鋼筋混凝土造,78年12月6日,五層,,持分移轉
RPUOMLOLIINFFAU17CA,35,91.07,住家用,鋼筋混凝土造,73年1月25日,四層,四層,全筆移轉
RPUOMLOLIINFFAU17CA,35,12.60,共有部份,鋼筋混凝土造,73年1月25日,四層,,持分移轉
RPWOMLPLIINFFAU47CA,32,22.84,住家用,鋼筋混凝土造,75年7月12日,五層,三層 陽台,全筆移轉
RPWOMLPLIINFFAU47CA,32,5.30,共有部份,鋼筋混凝土造,75年7月12日,五層,,持分移轉
RPTNMLQLIINFFAU17CA,4,213.32,住家用,鋼筋混凝土造,104年2月4日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPROMLPLIINFFAU96CA,41,51.00,住家用,鋼筋混凝土加強磚造,67年1月25日,二層,一層 二層,持分移轉
RPPOMLQLIINFFAU86CA,37,73.88,住商用,鋼筋混凝土加強磚造,70年10月5日,二層,一層 二層,全筆移轉
RPXNMLQLIINFFAU57CA,22,122.40,住家用,鋼筋混凝土造,85年10月11日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPUNMLTLIINFFAU57CA,24,24.58,住家用,鋼筋混凝土造,83年11月15日,十二層,九層,全筆移轉
RPUNMLTLIINFFAU57CA,24,7.74,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXNMLKMIINFFAU07CA,24,73.90,住家用,鋼筋混凝土造,83年10月28日,十四層,十層 陽台,全筆移轉
RPUNMLTLIINFFAU57CA,24,3.98,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXNMLKMIINFFAU07CA,24,21.16,共有部份,鋼筋混凝土造,83年10月28日,十四層,,持分移轉
RPPNMLKMIINFFAU88CA,11,244.62,住家用,鋼筋混凝土造,96年5月18日,三層,一層 二層 三層 陽台,全筆移轉
RPQNMLPLIINFFAU76CA,25,168.23,住家用,鋼筋混凝土造,82年10月18日,四層,一層 二層 三層 四層 陽台 平台,全筆移轉
RPTOMLPLIINFFAU17CA,41,128.34,住家用,鋼筋混凝土加強磚造,67年4月1日,二層,一層 二層,全筆移轉
RPROMLQLIINFFAU07CA,24,36.01,住家用,鋼筋混凝土造,83年4月28日,五層,五層 陽台,全筆移轉
RPROMLQLIINFFAU07CA,24,8.87,共有部份,鋼筋混凝土造,83年4月28日,五層,,持分移轉
RPSNMLPJJINFFAU86CA,19,45.34,住家用,鋼筋混凝土造,88年12月29日,五層,四層 陽台,全筆移轉
RPSNMLPJJINFFAU86CA,19,13.14,共有部份,鋼筋混凝土造,88年12月29日,五層,,持分移轉
RPXNMLLMIINFFAU17CA,25,70.57,住家用,鋼筋混凝土造,82年12月8日,七層,五層 陽台,全筆移轉
RPXNMLLMIINFFAU17CA,25,27.90,共有部份,鋼筋混凝土造,82年12月8日,七層,,持分移轉
RPROMLQKJINFFAU07CA,4,209.56,住家用,鋼筋混凝土造,104年2月10日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮,全筆移轉
RPSOMLQKJINFFAU17CA,1,136.50,集合住宅,鋼筋混凝土造,107年1月29日,十一層,十一層 陽台,全筆移轉
RPSOMLQKJINFFAU17CA,1,52.26,共有部份,鋼筋混凝土造,107年1月29日,十一層,,持分移轉
RPSOMLQKJINFFAU17CA,1,110.79,共有部份,鋼筋混凝土造,107年1月29日,十一層,,持分移轉
