編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLOJQHLFFAG38CA,20,65.49,住家用,鋼筋混凝土造,85年10月3日,十二層,十一層 陽台
RPSNMLOJQHLFFAG38CA,20,8.86,通道、梯間﹙共同使用部份﹚,鋼筋混凝土造,85年10月3日,十二層,
RPSNMLOJQHLFFAG38CA,20,13.08,停車場、法定防空避難室、機車停車場、私設防空避難室﹙共同使用部份﹚,鋼筋混凝土造,85年10月3日,十二層,
RPSNMLPJQHLFFAG48CA,3,76.88,店舖,鋼筋混凝土造,102年10月15日,十三層,一層 陽台 夾層
RPSNMLPJQHLFFAG48CA,3,18.27,本共有部分之項目有：停車空間、機電設備、門廳、公共設施、樓梯間等５項,鋼筋混凝土造,102年10月15日,十三層,
RPWOMLOJQHLFFAG88CA,21,75.33,住家用,鋼筋混凝土造,84年3月11日,五層,三層 陽台
RPWOMLOJQHLFFAG88CA,21,2.78,共同使用部份,鋼筋混凝土造,84年3月11日,五層,
RPWOMLOJQHLFFAG88CA,21,6.80,共有部份,鋼筋混凝土造,84年3月11日,五層,
RPPOMLNJQHLFFAG08CA,43,90.21,住家用,鋼筋混凝土加強磚造,62年11月15日,二層,一層 二層
RPTOMLOJQHLFFAG58CA,14,183.12,住家用,鋼筋混凝土造,91年2月27日,三層,一層 二層 三層 陽台 平台
RPWOMLTJQHLFFAG76CA,38,140.18,住家用,鋼筋混凝土加強磚造,67年6月12日,二層,一層 二層 騎樓
RPXOMLTJQHLFFAG86CA,20,102.98,住家用,鋼筋混凝土造,85年3月7日,六層,六層 陽台
RPXOMLTJQHLFFAG86CA,20,7.90,梯間．共同使用部份,鋼筋混凝土造,85年3月7日,六層,
RPXOMLTJQHLFFAG86CA,20,27.96,台電配電室．停車場．共同使用部份,鋼筋混凝土造,85年3月7日,六層,
RPOOMLNJQHLFFAG97CA,44,109.08,住家用,鋼筋混凝土加強磚造,61年5月15日,二層,一層 二層
RPUNMLTJQHLFFAG09CA,1,171.99,住家用,ＲＣ造,104年9月4日,三層,一層 二層 三層 陽台
RPPPMLTJQHLFFAG78CA,,193.58,住家用,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層 陽台
RPWPMLTJQHLFFAG86CA,,242.39,停車空間．住宅,鋼筋混凝土（ＲＣ）,105年6月3日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPTNMLNJQHLFFBG48CA,23,101.45,住家用,鋼筋混凝土造,82年8月3日,十六層,四層 陽台 花台
RPTNMLNJQHLFFBG48CA,23,17.25,共有部份,鋼筋混凝土造,82年8月3日,十六層,
RPTNMLNJQHLFFBG48CA,23,10.09,共有部份,鋼筋混凝土造,82年8月3日,十六層,
RPSNMLQKQHLFFAG68CA,11,138.75,住家用,鋼筋混凝土造,94年12月16日,三層,一層 二層 三層 陽台 見其他登記事項
RPQPMLTJQHLFFBG98CA,4,207.96,住宅、樓梯間,鋼筋混凝土造,101年8月21日,三層,一層 二層 三層 陽台 雨遮 見其他登記事項
RPQNMLLKQHLFFBG08CA,21,14.35,共有部份,鋼筋混凝土造,84年9月25日,七層,
RPQNMLLKQHLFFBG08CA,21,20.69,共有部份,鋼筋混凝土造,84年9月25日,七層,
RPQNMLLKQHLFFBG08CA,21,89.62,住家用,鋼筋混凝土造,84年9月25日,七層,四層 陽台
RPOQMLPKQHLFFBG58CA,,176.35,停車空間、住宅,鋼筋混凝土造,105年2月2日,四層,一層 二層 三層 四層 陽台
RPOQMLPKQHLFFBG58CA,,.42,管理員室,鋼筋混凝土造,105年2月2日,一層,
RPUNMLKKQHLFFBG38CA,18,105.86,住家用,鋼筋混凝土造,87年11月5日,六層,六層 陽台
RPUNMLKKQHLFFBG38CA,18,19.17,共有部份,鋼筋混凝土造,87年11月5日,六層,
RPUNMLKKQHLFFBG38CA,18,20.54,共有部份,鋼筋混凝土造,87年11月5日,六層,
RPVNMLQKQHLFFBG09CA,,191.35,住宅、樓梯間,鋼筋混凝土造,105年3月18日,三層,一層 二層 三層 陽台 雨遮 見其他登記事項
RPWPMLSKQHLFFAG86CA,,238.48,住宅．樓梯間,鋼骨鋼筋混凝土造,105年4月7日,三層,一層 二層 三層 陽台 見其他登記事項 見其他登記事項
RPUNMLTKQHLFFAG56CA,10,173.95,住家用,鋼筋混凝土造,95年5月16日,三層,一層 二層 三層 見其他登記事項
RPROMLOJQHLFFAG58EA,20,26.49,住家用,鋼筋混凝土造,85年2月16日,九層,三層 陽台
RPROMLOJQHLFFAG58EA,20,8.61,停車場、機械室、防空避難室、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPROMLOJQHLFFAG58EA,20,8.57,停車場、防空避難室、水箱、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPROMLOJQHLFFAG58EA,20,7.14,通道、梯間、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPPNMLMJQHLFFBG18EA,33,88.20,住家用,鋼筋混凝土造,72年5月11日,五層,二層 陽台
RPPNMLMJQHLFFBG18EA,33,5.76,共有部份,鋼筋混凝土造,72年5月11日,五層,
RPQOMLMJQHLFFBG38EA,17,246.60,住家用,鋼筋混凝土造,88年8月27日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓
RPPNMLPJQHLFFBG48EA,28,82.81,住家用,鋼筋混凝土加強磚造,77年3月25日,二層,
RPXNMLTLQHLFFBG27EA,20,72.91,住家用,鋼筋混凝土造,85年4月16日,四層,三層 陽台
RPXNMLTLQHLFFBG27EA,20,9.82,共有部份,鋼筋混凝土造,85年4月16日,四層,
RPTNMLQKQHLFFBG88CA,8,333.95,農舍,鋼筋混凝土造,98年1月13日,三層,一層 二層 三層 陽台
RPTNMLQKQHLFFBG88CA,2,45.00,農業資材室,鋼筋混凝土造,103年5月8日,一層,一層
RPPOMLTKQHLFFBG88CA,2,301.15,住家用,鋼筋混凝土造,103年5月7日,四層,一層 二層 三層 四層
RPTNMLLKQHLFFBG38CA,,47.53,住家用,鋼筋混凝土加強磚造,,三層,三層
RPTNMLLKQHLFFBG38CA,,48.17,住家用,鋼筋混凝土加強磚造,,一層,一層
RPTNMLLKQHLFFBG38CA,,47.53,住家用,鋼筋混凝土加強磚造,,二層,二層
RPSOMLKKQHLFFBG28CA,1,348.88,停車空間、住宅、樓梯間,鋼筋混凝土造,104年8月25日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPQOMLNJQHLFFBG28CA,22,89.59,住家用,鋼筋混凝土造,83年6月21日,七層,
RPQOMLNJQHLFFBG28CA,22,8.94,共有部份,鋼筋混凝土造,83年6月21日,七層,
RPQOMLNJQHLFFBG28CA,22,17.31,共有部份,鋼筋混凝土造,83年6月21日,七層,
RPQNMLOJQHLFFBG28CA,23,13.57,共有部份,鋼筋混凝土造,82年8月3日,十六層,
RPSNMLPJQHLFFBG58CA,21,79.98,住家用,鋼筋混凝土造,84年3月30日,五層,五層 夾層
RPSNMLPJQHLFFBG58CA,21,14.24,共有部份,鋼筋混凝土造,84年3月30日,五層,
RPXNMLPJQHLFFBG09CA,1,172.61,住宅、樓梯間,鋼筋混凝土造,104年12月10日,三層,一層 二層 三層 陽台 見其他登記事項
RPWNMLRKQHLFFAG56CA,37,205.53,住家用,鋼筋混凝土造,68年11月21日,三層,一層 二層 三層 騎樓
RPSOMLLKQHLFFAG28CA,23,105.58,住家用,鋼筋混凝土造,82年4月7日,六層,四層 陽台
RPSOMLLKQHLFFAG28CA,23,3.40,共有部份,鋼筋混凝土造,82年4月7日,六層,
RPSOMLLKQHLFFAG28CA,23,36.78,防空避難室及停車場,鋼筋混凝土造,82年4月7日,六層,
RPQNMLSJQHLFFAG58CA,43,40.52,住家用,鋼筋混凝土加強磚造,62年9月3日,二層,一層 二層 騎樓
RPVOMLLKQHLFFAG58CA,22,73.97,住家用,鋼筋混凝土造,83年8月2日,八層,七層 陽台
RPVOMLLKQHLFFAG58CA,22,19.65,共同使用防空避難室、停車場、梯間、走道及車道,鋼筋混凝土造,83年8月2日,八層,
RPRPMLOJQHLFFAG48CA,,139.12,住家用,鋼筋混凝土（ＲＣ）,105年6月14日,三層,一層 二層 三層 陽台
RPSPMLOJQHLFFAG58CA,,140.05,住家用,鋼筋混凝土（ＲＣ）,105年6月14日,三層,一層 二層 三層 陽台
RPWNMLOJQHLFFAG78CA,1,196.46,住家用,見其他登記事項,104年10月19日,三層,一層 二層 三層
RPVNMLOJQHLFFAG68CA,1,196.39,住家用,見其他登記事項,104年10月19日,三層,一層 二層 三層
RPSNMLNJQHLFFAG28CA,,273.96,住家用,見其他登記事項,105年6月3日,二層,
RPUNMLNJQHLFFAG48CA,17,206.57,住家用,鋼筋混凝土造,88年11月4日,三層,一層 二層 三層 陽台 平台 屋頂突出物
RPTNMLNJQHLFFAG38CA,,206.88,住家用,見其他登記事項,105年6月3日,二層,
RPSOMLOJQHLFFAG48CA,22,181.51,住家用,鋼筋混凝土造,83年4月20日,四層,三層 四層 陽台 屋頂突出物
RPUOMLLJQHLFFBG58DA,38,88.77,住家用,鋼筋混凝土加強磚造,67年6月24日,二層,一層 二層
RPVNMLNJQHLFFBG78DA,19,167.85,鄉村住宅、停車場,鋼筋混凝土造,86年11月3日,四層,一層 二層 三層 四層 陽台
RPPOMLPKQHLFFAG38CA,1,287.83,住家用,ＲＣ造,104年7月13日,三層,一層 二層 三層 陽台
RPWNMLOJQHLFFBG88CA,21,124.75,住家用,鋼筋混凝土造,84年6月22日,九層,八層
RPWNMLOJQHLFFBG88CA,21,34.82,共有部份,鋼筋混凝土造,84年6月22日,九層,
RPOOMLKKQHLFFAG77CA,3,114.42,集合住宅,鋼筋混凝土造,102年10月15日,十三層,十三層 陽台 雨遮
RPOOMLKKQHLFFAG77CA,3,48.79,本共有部分之項目有：停車空間、機電設備、門廳、公共設施、樓梯間等５項,鋼筋混凝土造,102年10月15日,十三層,
RPOOMLKKQHLFFAG77CA,3,15.23,本共有部分之項目有：梯間、機械室、水箱等３項,鋼筋混凝土造,102年10月15日,十三層,
RPTOMLPKQHLFFBG88CA,3,128.03,見其他登記事項,鋼筋混凝土造,102年8月1日,十四層,十層
RPTOMLPKQHLFFBG88CA,3,5.96,見其他登記事項,鋼筋混凝土造,102年8月1日,十四層,
RPTOMLPKQHLFFBG88CA,3,32.51,見其他登記事項,鋼筋混凝土造,102年8月1日,十四層,
RPTOMLPKQHLFFBG88CA,3,29.21,見其他登記事項,鋼筋混凝土造,102年8月1日,十四層,
RPTNMLPJQHLFFAG78EA,33,114.28,住家用,鐵筋加強磚造,72年8月24日,二層,一層 二層
RPQNMLLKQHLFFAG18EA,1,226.22,農舍,鋼筋混凝土造,104年5月4日,三層,一層 二層 三層 屋頂突出物
RPUNMLQLQHLFFAG98CA,2,34.50,農業資材室,鋼筋混凝土造,103年12月23日,一層,一層
RPSPMLPKQHLFFBG88CA,,195.33,住家用,鋼筋混凝土造,104年12月31日,三層,一層 二層 三層 陽台
RPSNMLSJQHLFFBG09EA,11,171.86,住家用,鋼筋混凝土造,94年5月26日,三層,一層 二層 三層 陽台
RPVNMLLKQHLFFBG58CA,40,112.96,住商用,鋼筋混凝土加強磚造,65年8月16日,二層,一層 二層 騎樓
RPRNMLSJQHLFFBG78CA,23,119.32,住家用,鋼筋混凝土造,82年2月2日,六層,二層 陽台
RPRNMLSJQHLFFBG78CA,23,39.14,共有部份,鋼筋混凝土造,82年2月2日,六層,
RPUNMLSJQHLFFBG09CA,33,35.50,住家用,鋼筋混凝土造,72年11月24日,七層,六層 陽台
RPUNMLSJQHLFFBG09CA,33,8.79,共有部份,鋼筋混凝土造,72年11月24日,七層,
RPQNMLPLQHLFFAG48CA,32,60.84,住家用,木石磚造（磚石造）,73年6月29日,一層,一層
RPSNMLKKQHLFFAG08CA,20,8.61,停車場、機械室、防空避難室、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPSNMLKKQHLFFAG08CA,20,8.57,停車場、防空避難室、水箱、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPSNMLKKQHLFFAG08CA,20,7.35,通道、梯間、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPSNMLKKQHLFFAG08CA,20,26.44,住家用,鋼筋混凝土造,85年2月16日,九層,八層 陽台
RPOPMLLKQHLFFAG97CA,20,71.50,住家用,鋼筋混凝土造,86年1月15日,五層,
RPOPMLLKQHLFFAG97CA,20,14.58,見其他登記事項,鋼筋混凝土造,86年1月15日,五層,
RPSOMLTJQHLFFAG98CA,,211.32,住家用,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層 陽台
RPTOMLTJQHLFFAG09CA,,193.53,住家用,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層 陽台
RPPNMLQJQHLFFAG28CA,21,71.18,住家用,鋼筋混凝土造,84年8月14日,七層,二層 陽台
RPPNMLQJQHLFFAG28CA,21,21.83,共同使用部份台電受電室、發電機房、蓄水池通道、梯間,鋼筋混凝土造,84年8月14日,七層,
RPPNMLQJQHLFFAG28CA,21,5.64,共有部份,鋼筋混凝土造,84年8月14日,七層,
RPWOMLSJQHLFFAG66CA,21,71.18,住家用,鋼筋混凝土造,84年8月14日,七層,三層 陽台
RPWOMLSJQHLFFAG66CA,21,21.83,共同使用部份台電受電室、發電機房、蓄水池通道、梯間,鋼筋混凝土造,84年8月14日,七層,
RPWOMLSJQHLFFAG66CA,21,5.64,共有部份,鋼筋混凝土造,84年8月14日,七層,
RPOOMLTJQHLFFAG58CA,,213.27,住家用,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層 陽台
RPOOMLQKQHLFFBG48CA,,196.72,住宅、樓梯間,鋼筋混凝土造,105年3月18日,三層,一層 二層 三層 陽台 見其他登記事項
RPOPMLOJQHLFFAG18CA,41,81.79,住家用,ＲＣ加強磚造,64年10月21日,三層,二層 陽台
RPPNMLPJQHLFFAG18CA,2,222.21,住宅．樓梯間．水箱,鋼筋混凝土（ＲＣ）,103年7月28日,三層,一層 二層 三層 陽台 見其他登記事項
RPROMLSKQHLFFBG56EA,23,254.32,住家用,鋼筋混凝土造,82年2月3日,四層,一層 二層 三層 四層 陽台 騎樓
RPPNMLTJQHLFFBG88EA,15,227.66,住商用,鋼筋混凝土造,90年6月15日,三層,一層 二層 三層 陽台 騎樓 見其他登記事項
RPQNMLTJQHLFFBG98EA,24,68.64,住家用,鋼筋混凝土加強磚造,81年11月20日,二層,一層 二層 陽台
RPPOMLTJQHLFFAG68CA,,237.19,住宅．樓梯間,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLTJQHLFFAG88CA,21,231.84,住家用,鋼筋混凝土造,84年8月1日,三層,一層 二層 三層 騎樓 見其他登記事項
RPRNMLSJQHLFFAG68CA,19,189.13,見其他登記事項,鋼筋混凝土造,86年5月29日,四層,一層 二層 三層 四層 地下一層
RPVOMLTJQHLFFAG66CA,,195.68,住家用,鋼筋混凝土造,105年5月9日,三層,一層 二層 三層 陽台
RPROMLRKQHLFFAG78CA,20,108.28,集合住宅,鋼筋混凝土造,85年1月9日,五層,三層 陽台
RPROMLRKQHLFFAG78CA,20,4.79,水箱．受電室．通廊．垃圾放置． 共同使用部份,鋼筋混凝土造,85年1月9日,五層,
RPROMLRKQHLFFAG78CA,20,13.72,共同使用部份（梯間）,鋼筋混凝土造,85年1月9日,五層,
RPXNMLSKQHLFFAG76CA,1,193.50,住家用,見其他登記事項,104年10月19日,三層,一層 二層 三層
