鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１５９號８樓３,9.65,住,,,1070420,土地1建物1車位0,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,83.95,2,2,1,有,有,有,9000,107,,0.0,0,,RPOOMLLKNHNFFAI28DC
嘉義市,房地(土地+建物),嘉義市嘉義市垂楊路２９２號１１樓之２,11.16,住,,,1070516,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780703,123.9,3,2,2,有,有,有,15000,121,,0.0,0,,RPOOMLLLNHNFFAI28CC
嘉義市,房地(土地+建物),嘉義市嘉義市中山路６９號一樓及地下一樓,53.19,住,,,1070515,土地1建物1車位0,一層,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,0860529,223.53,0,0,0,無,無,無,75000,336,,0.0,0,,RPTNMLMLNHNFFAI88DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１１５號２樓１,9.65,住,,,1070503,土地1建物1車位0,二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,84.41,2,2,1,有,有,有,9500,113,,0.0,0,,RPXNMLMLNHNFFAI66DC
嘉義市,房地(土地+建物),嘉義市嘉義市東區南興路９４號,63.0,住,,,1070505,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0670717,90.04,3,2,2,有,無,無,14500,161,,0.0,0,,RPSNMLOLNHNFFAI88CC
嘉義市,房地(土地+建物),嘉義市嘉義市西區北鎮街３４巷５號３樓之１,12.32,住,,,1070510,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790522,57.4,1,1,1,有,無,有,6000,105,,0.0,0,,RPTOMLQLNHNFFAI66CC
嘉義市,房地(土地+建物),嘉義市嘉義市中正路６５５號,165.0,商,,,1070517,土地4建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0660309,612.27,0,0,0,無,無,無,45000,73,,0.0,0,,RPWPMLSLNHNFFAI47EC
嘉義市,房地(土地+建物),嘉義市嘉義市東區中山路２６２號,371.0,商,,,1070510,土地3建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0610205,1378.77,0,0,0,無,無,有,280000,203,,0.0,0,,RPTNMLLJOHNFFAI58CC
嘉義市,房地(土地+建物),嘉義市嘉義市西區永安街３６１號十一樓,32.98,住,,,1070601,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931028,187.32,3,2,2,有,有,有,23800,127,,0.0,0,,RPPOMLOJOHNFFAI68DC
嘉義市,建物,嘉義市嘉義市國華街３１０號,0.0,,,,1070521,土地0建物0車位0,全,5,透天厝,見其他登記事項,見其他登記事項,1041110,30.0,1,0,1,有,無,有,8000,267,,0.0,0,含管理費、稅金或水電等費用。,RPPNMLTJOHNFFAI09DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１５３號１４樓１,14.48,住,,,1070522,土地1建物1車位0,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,119.61,3,2,2,有,有,有,11000,92,,0.0,0,,RPSNMLNKOHNFFAI88DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１５９號１６樓４,10.45,住,,,1070528,土地1建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,87.43,2,2,1,有,有,有,9000,103,,0.0,0,,RPTNMLNKOHNFFAI98DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１１７號３樓２,9.65,住,,,1070531,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,84.41,2,2,1,有,有,有,9500,113,,0.0,0,,RPOPMLTKOHNFFAI66DC
嘉義市,建物,嘉義市嘉義市國華街３１０號,0.0,,,,1070601,土地0建物0車位0,全,5,透天厝,見其他登記事項,見其他登記事項,1041110,40.5,1,1,1,有,無,有,9000,222,,0.0,0,含管理費、稅金或水電等費用。,RPWNMLKLOHNFFAI09DC
嘉義市,房地(土地+建物),嘉義市嘉義市博東路１５５號１２樓２,15.28,住,,,1070601,土地1建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870319,124.74,3,2,2,有,有,有,11000,88,,0.0,0,,RPOQMLMLOHNFFAI78DC
嘉義市,房地(土地+建物),嘉義市嘉義市西區中山路５３７號,154.0,商,,,1070529,土地3建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,1000420,480.32,12,1,3,有,無,有,220000,458,,0.0,0,,RPVOMLMLOHNFFAI56CC
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市宣信街３２５號,76.78,住,,,1070617,土地4建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,0850604,139.28,6,2,3,有,無,有,13000,93,一樓平面,0.0,0,,RPWOMLMLOHNFFAI66CC
