鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
頭份市,房地(土地+建物)+車位,苗栗縣頭份市中正路,32.96,住,,,1130511,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.68,3,2,2,有,無,14500000,98855,坡道平面,35.31,0,,RPQNMLNKNHJGFFK78CB,喬家大院NO.13,A棟7F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市八德二路,29.07,住,,,1130511,土地2建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.71,3,2,2,有,無,16490000,117998,坡道平面,26.25,1450000,交易總價內含機車位1個,RPPNMLOKNHJGFFK78CB,亮漾地中海,B3棟11F號,
後龍鎮,房地(土地+建物)+車位,苗栗縣後龍鎮新東路116號旁,41.77,住,,,1130517,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.99,3,2,2,有,無,10000000,75206,其他,13.0,600000,,RPWNMLRKNHJGFDK96CB,向上拾壹間,2F棟A號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市新生街38巷7號對面,40.5,住,,,1130514,土地2建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.19,3,2,2,有,無,12400000,100054,一樓平面,13.75,1250000,,RPPNMLRKNHJGFFK09CB,築夢,A棟2F號,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮中正里66號旁,61.86,住,,,1130517,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.38,4,0,4,有,無,8600000,76526,,0.0,0,,RPPNMLRKNHJGFCK88DB,尊爵名門-福田段,VIP棟第H樓號,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮中正里66號旁,59.04,住,,,1130517,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.21,2,2,2,有,無,7800000,72754,,0.0,0,,RPRNMLRKNHJGFCK09DB,尊爵名門-福田段,VIP棟棟第貳樓號,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮中正里66號旁,61.86,住,,,1130517,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.37,4,0,4,有,無,8600000,76533,,0.0,0,,RPSNMLRKNHJGFCK56DB,尊爵名門-福田段,VIP棟棟第參樓號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市日新街,13.95,商,,,1130512,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.61,3,2,2,有,無,19070000,141924,坡道平面,24.63,1900000,,RPTNMLTKNHJGFFK07CB,築上惠友,D2棟7F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市日新街,14.54,商,,,1130511,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.7,3,2,2,有,無,19850000,142778,坡道平面,24.63,1850000,,RPUNMLTKNHJGFFK17CB,築上惠友,D3棟7F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市日新街,14.35,商,,,1130512,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.06,3,2,2,有,無,17590000,128908,坡道平面,24.63,1550000,,RPWNMLTKNHJGFFK37CB,築上惠友,B7棟6F號,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮佳北二街,99.0,住,,,1130515,土地4建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,,239.88,3,2,4,有,無,27880000,116225,,0.0,0,,RPTNMLKLNHJGFDK68CB,龍山湛no.5,B棟9號,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮校椅一路,84.31,住,,,1130512,土地4建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,215.85,4,2,3,有,無,22000000,101923,,0.0,0,本戶總價包含所有裝潢傢俱及冷氣,RPVNMLKLNHJGFDK88CB,有謙42期,A棟5號,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮校椅一路,85.93,住,,,1130516,土地4建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,206.54,4,2,3,有,無,19700000,95381,,0.0,0,,RPWNMLKLNHJGFDK98CB,有謙42期,A棟22號,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮校椅一路,84.3,住,,,1130519,土地4建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,215.85,4,2,3,有,無,18900000,87561,,0.0,0,,RPXNMLKLNHJGFDK09CB,有謙42期,A棟13號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市昌隆二街,34.39,住,,,1130513,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.89,4,2,2,有,無,21220000,124033,坡道平面,31.11,1650000,,RPPNMLKLNHJGFFK48CB,昌隆廣場-好韻,A2棟07F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市昌隆二街,27.62,住,,,1130513,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.27,3,2,2,有,無,18170000,130152,坡道平面,31.11,1750000,,RPQNMLKLNHJGFFK58CB,昌隆廣場-好韻,C1棟07F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市昌隆二街,27.62,住,,,1130513,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.27,3,2,2,有,無,18250000,130786,坡道平面,31.11,1750000,,RPRNMLKLNHJGFFK68CB,昌隆廣場-好韻,C1棟08F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市昌隆二街,40.02,住,,,1130513,土地1建物1車位2,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,248.09,4,2,3,有,無,26240000,123420,坡道平面,62.22,3300000,,RPSNMLKLNHJGFFK78CB,昌隆廣場-好韻,C3棟06F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市昌隆二街,28.75,住,,,1130513,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.06,3,2,2,有,無,18590000,129744,坡道平面,31.11,1600000,,RPTNMLKLNHJGFFK88CB,昌隆廣場-好韻,C5棟07F號,
