鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
和美鎮,房地(土地+建物),彰化縣和美鎮東萊路81巷5號.7號,51.51,,鄉村區,乙種建築用地,1030724,土地1建物2車位0,二層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0820517,109.97,3,2,2,有,無,無,15000,136,,0.0,0,,RPPNMLLJQHJFFBN68DC
花壇鄉,房地(土地+建物),彰化縣花壇鄉菊中街126巷9號,62.48,,鄉村區,乙種建築用地,1030616,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0700216,106.56,0,0,0,無,無,無,4800,45,,0.0,0,,RPRNMLOJQHJFFAN09DC
彰化市,土地,金馬段885地號,2746.96,住,,,1030401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,44,,0.0,0,含增建或未登記建物。,RPVOMLPJQHJFFAN07DC
員林市,房地(土地+建物),彰化縣員林鎮和平里雙平路28號4樓,14.68,住,,,1030729,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840306,64.46,3,2,2,有,無,有,8500,132,,0.0,0,,RPRNMLPJQHJFFDN86DC
鹿港鎮,土地,龍山段1157地號,106.2,住,,,1030805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,3888,37,,0.0,0,地上有未辦保存登記之老舊建物。,RPQNMLQJQHJFFCN76DC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮中山路350號,95.5,住,,,1030725,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1020730,134.66,0,0,0,無,無,無,60000,446,,0.0,0,本租賃標的物，只承租1至2樓店面部份。,RPRNMLQJQHJFFCN86DC
福興鄉,土地,秀安段303地號,1703.0,,特定農業區,農牧用地,1030802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,53409,31,,0.0,0,,RPSNMLQJQHJFFCN96DC
福興鄉,土地,中興段498-2地號,1306.0,,特定農業區,農牧用地,1030806,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,無,15000,11,,0.0,0,,RPXNMLRJQHJFFCN57DC
花壇鄉,土地,新金墩段251地號,1554.0,,特定農業區,農牧用地,1030729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,64,,0.0,0,,RPRNMLRJQHJFFAN66CC
