鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
斗六市,房地(土地+建物),雲林縣斗六市豐興路１７１巷２２號,1409.0,,特定農業區,農牧用地,1030414,土地1建物1車位0,一層，二層，見其他登記事項,二層,農舍,見其他登記事項,鋼筋混凝土造,0991202,312.5,5,2,5,有,無,28600000,,,0.0,0,,RPRNMLPJQHJFFAP09CA,298.5,10.0,4.0,,
斗六市,房地(土地+建物),雲林縣斗六市如意街５３巷１６號,106.0,住,,,1021211,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1030420,214.02,4,3,3,有,無,8350000,39015,,0.0,0,,RPQNMLSLQHJFFAP86CA,208.1,0.0,5.92,,
斗南鎮,房地(土地+建物),雲林縣斗南鎮雲林路三段641號,79.0,,特定農業區,甲種建築用地,1030718,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0710319,125.55,2,1,2,有,無,2500000,19912,,0.0,0,,RPSNMLOJQHJFFBP56CA,125.55,0.0,0.0,,
斗南鎮,房地(土地+建物),雲林縣斗南鎮雲林路三段625號,81.0,,特定農業區,甲種建築用地,1030718,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0710319,125.55,2,1,2,有,無,2500000,19912,,0.0,0,,RPTNMLOJQHJFFBP66CA,125.55,0.0,0.0,,
大埤鄉,土地,豐田段1602-30地號,1278.5,,鄉村區,乙種建築用地,1030622,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10635000,8318,,0.0,0,,RPPNMLQKQHJFFBP56CA,0.0,0.0,0.0,,
大埤鄉,土地,埤頭段567地號,2466.0,,特定農業區,農牧用地,1030627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3526380,1430,,0.0,0,,RPPNMLKLQHJFFBP68CA,0.0,0.0,0.0,,
崙背鄉,土地,成功段573地號,2052.0,,特定農業區,特定目的事業用地,1030629,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3201120,1560,,0.0,0,100年8月借名登記回復權利人名義,RPSNMLMKQHJFFCP56CA,0.0,0.0,0.0,,
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮公安里林森路一段４８８之２號５樓,14.18,商,,,1030619,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0910425,99.84,1,0,1,有,有,2450000,23160,坡道平面,24.28,700000,,RPSNMLLLQHJFFDP66CA,56.52,0.0,0.0,,
虎尾鎮,土地,廉使段1106地號,162.0,,特定農業區,農牧用地,1030717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,840000,5185,,0.0,0,,RPSNMLLJRHJFFDP56CA,0.0,0.0,0.0,,
北港鎮,土地,大北段2464地號,465.0,,鄉村區,乙種建築用地,1030721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1460000,3140,,0.0,0,,RPPNMLMJQHJFFEP98CA,0.0,0.0,0.0,,
斗六市,房地(土地+建物),雲林縣斗六市慶生路289巷8號,68.0,商,,,1030715,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0680926,109.19,3,1,2,有,無,3700000,33886,,0.0,0,,RPOOMLOJQHJFFAP88DA,109.19,0.0,0.0,,
古坑鄉,房地(土地+建物),雲林縣古坑鄉田心路84號,210.77,,鄉村區,乙種建築用地,1030706,土地2建物1車位0,全,一層,透天厝,住家用,磚造,0570115,86.74,2,1,0,有,無,2480000,28591,,0.0,0,,RPPNMLPJQHJFFAP98DA,86.74,0.0,0.0,,
虎尾鎮,土地,埒堀段794地號,107.43,,鄉村區,乙種建築用地,1030715,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,18617,,0.0,0,,RPRNMLPJQHJFFDP86DA,0.0,0.0,0.0,,
北港鎮,房地(土地+建物),雲林縣北港鎮介壽路112號,93.0,住,,,1030725,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1000603,187.26,4,2,3,有,無,6000000,32041,,0.0,0,,RPUNMLOJQHJFFEP17DA,179.31,0.0,7.95,,
東勢鄉,土地,明倫段1670地號,1418.0,,特定農業區,農牧用地,1030723,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,921700,650,,0.0,0,,RPPNMLOJQHJFFFP76DA,0.0,0.0,0.0,,
