鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
信義區,建物,臺北市信義區松勤街９號十五樓之五,0.0,其他,,,1080414,土地0建物1車位0,十五層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0961225,98.4,1,1,1,有,有,有,65534,666,,0.0,0,,RPPNMLLKNHOFFDA77CC
信義區,建物,臺北市信義區永吉路６號六樓,0.0,商,,,1080424,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,94.61999999999999,2,1,1,有,有,有,58000,613,,0.0,0,,RPSNMLLKNHOFFDA08CC
松山區,建物,臺北市松山區民生東路五段２７之１號四樓,0.0,其他,,,1080429,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060823,59.379999999999995,1,1,1,有,有,有,48000,808,,0.0,0,,RPVNMLLKNHOFFDA38CC
南港區,房地(土地+建物),臺北市南港區研究院路二段１６８號,30.75,住,,,1080401,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.41,2,1,1,有,無,有,27000,328,,0.0,0,,RPXNMLLKNHOFFDA58CC
南港區,房地(土地+建物)+車位,臺北市南港區南深路３１號８樓之一,49.38,住,,,1080329,土地2建物2車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880920,118.62,3,2,2,有,無,有,28000,236,坡道平面,45.62,0,,RPOOMLLKNHOFFDA77CC
大同區,建物,臺北市大同區市民大道一段２１１號十二樓之２３,0.0,其他,,,1080503,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0980724,44.739999999999995,1,1,1,有,有,有,25000,559,,0.0,0,,RPRNMLLKNHOFFBA77CC
士林區,建物,臺北市士林區中山北路六段１９５巷６號十三樓之１,0.0,住,,,1080419,土地0建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970506,193.6,3,1,2,有,有,有,115246,595,坡道平面,0.0,0,,RPPNMLLKNHOFFEA87CC
士林區,建物,臺北市士林區天母東路６９巷２７號二樓,0.0,住,,,1080426,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750806,130.99,3,1,2,有,有,有,60000,458,,0.0,0,,RPSNMLLKNHOFFEA18CC
北投區,建物,臺北市北投區行義路１０巷９弄１６號七樓之１,0.0,住,,,1080430,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960112,210.05,4,1,2,有,有,有,65000,309,,0.0,0,,RPTNMLLKNHOFFEA28CC
北投區,建物,臺北市北投區石牌路二段３２１號四樓,0.0,住,,,1080429,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0930712,135.81,3,1,2,有,有,有,69800,514,,0.0,0,,RPUNMLLKNHOFFEA38CC
內湖區,建物,臺北市內湖區民權東路六段１１７號五樓之２,0.0,商,,,1080504,土地0建物1車位2,五層,15,辦公商業大樓,商業用,鋼筋混凝土造,0970130,219.89999999999998,4,2,2,有,有,無,42000,191,坡道機械,12.96,0,,RPPNMLLKNHOFFCA67CC
內湖區,建物,臺北市內湖區環山路二段１２５號二樓,0.0,住,,,1080504,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700128,18.43,0,0,0,無,無,有,9000,488,,0.0,0,,RPQNMLLKNHOFFCA77CC
中山區,建物,臺北市中山區新生北路二段５１號十三樓,0.0,住,,,1080503,土地0建物1車位0,十三層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980916,144.36,4,2,2,有,有,有,55000,381,,0.0,0,,RPSNMLLKNHOFFCA97CC
中山區,建物,臺北市中山區新生北路二段２８巷１號八樓,0.0,其他,,,1080430,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780517,77.81,2,1,1,有,有,有,35000,450,,0.0,0,,RPTNMLLKNHOFFCA08CC
