編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLQJNHJFFEN09CC,15,210.86,住商用,鋼筋混凝土造,88年7月13日,四層,
RPQNMLNLOHJFFBN98DC,32,180.00,農舍,鋼造,71年11月11日,一層,
RPQNMLOLOHJFFDN66DC,19,239.96,店鋪、停車空間、走道,鋼筋混凝土造,84年5月31日,八層,
RPSOMLQLOHJFFAN76CC,17,162.06,住商用,鋼筋混凝土造,86年5月15日,十一層,
RPSOMLQLOHJFFAN76CC,17,10.10,梯間、車道、交誼室,鋼筋混凝土造,86年5月15日,十一層,
RPSOMLQLOHJFFAN76CC,17,21.39,避難室、停車空間,鋼筋混凝土造,86年5月15日,十一層,
RPTNMLRLOHJFFCN17DC,27,241.47,農舍,鋼筋混凝土造,76年11月14日,三層,
RPTNMLRLOHJFFCN17DC,27,241.47,農舍,鋼筋混凝土造,76年11月14日,三層,
RPXNMLSJPHJFFHN08DC,22,162.00,住家用,鋼筋混凝土造,81年12月23日,三層,
RPTNMLKMOHJFFDN56CC,48,73.45,住商用,加強磚造,55年3月2日,一層,
RPPOMLMKOHJFFFN09CC,20,135.48,住家用,鋼筋混凝土造,83年4月22日,三層,
RPTNMLRKPHJFFBN96CC,23,324.10,廠房，辦公室，員工單身宿舍,鋼筋混凝土造,80年9月27日,四層,
RPXNMLTJPHJFFAN37CC,28,155.68,住家用,鋼筋混凝土造,75年6月26日,四層,
RPUNMLMLPHJFFDN86CC,23,243.17,住家用,鋼筋混凝土造,80年4月8日,四層,
RPXNMLMLPHJFFDN17CC,18,102.16,商業用,鋼筋混凝土造,85年10月16日,五層,
RPWNMLMKNHJFFAN56DC,13,160.10,住商用,鋼筋混凝土造,90年7月23日,四層,
RPWOMLSLNHJFFAN37DC,20,123.87,住家、梯間,鋼筋混凝土造,83年8月31日,十二層,
