編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLMJNHJFFAG57CA,,183.57,住家用,鋼筋混凝土造,102年12月16日,三層,一層 二層 三層
RPVPMLMJNHJFFAG18CA,21,147.68,住家用,鋼筋混凝土造,81年11月9日,三層,一層 二層 三層 陽台 平台
RPPNMLNJNHJFFAG47CA,17,31.32,住家用,鋼筋混凝土造,86年4月1日,十三層,二層 陽台
RPPNMLNJNHJFFAG47CA,17,3.00,停車場、蓄水池、發電機室、電氣室、消防□浦室、車道、台電配電室、電信室、活動中心、共同使用部份,鋼筋混凝土造,86年4月1日,十三層,
RPPNMLNJNHJFFAG47CA,17,3.95,梯間、共同使用部份,鋼筋混凝土造,86年4月1日,十三層,
RPPNMLNJNHJFFAG47CA,17,1.52,梯間、共同使用部份,鋼筋混凝土造,86年4月1日,十三層,
RPPNMLNJNHJFFAG47CA,17,1.35,防空避難室兼停車場通道、共同使用部份,鋼筋混凝土造,86年4月1日,十三層,
RPWNMLMJNHJFFAG08CA,37,101.19,住家用,鋼筋混凝土加強磚造,66年8月16日,四層,三層
RPXNMLRJNHJFFAG68CA,,192.26,住家用,鋼筋混凝土造,103年2月20日,五層,三層 陽台
RPXNMLRJNHJFFAG68CA,,61.63,本共有部分之項目有：設備空間、停車空間等２項,鋼筋混凝土造,103年2月20日,五層,
RPXNMLRJNHJFFAG68CA,,26.39,本共有部分之項目有：樓梯間等１項,鋼筋混凝土造,103年2月20日,五層,
RPSNMLNJNHJFFAG77CA,20,34.57,住家用,鋼筋混凝土造,83年6月3日,五層,五層 陽台
RPSNMLNJNHJFFAG77CA,20,8.66,梯間,鋼筋混凝土造,83年6月3日,五層,
RPUNMLNJNHJFFAG97CA,16,106.50,住家用,鋼筋混凝土造,87年6月2日,四層,一層 二層 陽台
RPUNMLNJNHJFFAG97CA,16,41.77,防空避難室.停車場.梯間.共同使用部份,鋼筋混凝土造,87年6月2日,四層,
RPQOMLQJNHJFFAG97CA,18,26.44,住家用,鋼筋混凝土造,85年2月16日,九層,四層 陽台
RPQOMLQJNHJFFAG97CA,18,8.57,停車場、防空避難室、水箱、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
RPQOMLQJNHJFFAG97CA,18,8.61,停車場、機械室、防空避難室、共同使用部份,鋼筋混凝土造,85年2月16日,九層,
